Date,Adj Close,Close,High,Low,Open,Volume
01/05/2015,0.548129201,0.568750024,0.570500016,0.556999981,0.559499979,256968000
04/05/2015,0.544755876,0.565249979,0.572000027,0.563499987,0.56825,200720000
05/05/2015,0.530781627,0.550750017,0.56400001,0.54825002,0.563250005,292928000
06/05/2015,0.532468319,0.55250001,0.559000015,0.545249999,0.553749979,316484000
07/05/2015,0.541864634,0.562250018,0.56400001,0.548500001,0.550249994,534564000
08/05/2015,0.50186944,0.520749986,0.546000004,0.512250006,0.525250018,1146552000
11/05/2015,0.497050643,0.515749991,0.521000028,0.509500027,0.513499975,544144000
12/05/2015,0.50186944,0.520749986,0.524999976,0.511749983,0.512000024,388800000
13/05/2015,0.504760563,0.523750007,0.528500021,0.518750012,0.524500012,308524000
14/05/2015,0.512952447,0.532249987,0.535000026,0.523999989,0.525250018,293052000
15/05/2015,0.51319325,0.532500029,0.537,0.529250026,0.534500003,215824000
18/05/2015,0.512470663,0.531750023,0.535000026,0.528750002,0.53125,324972000
19/05/2015,0.509275556,0.526000023,0.531750023,0.524999976,0.529999971,253808000
20/05/2015,0.509275556,0.526000023,0.532500029,0.5255,0.526250005,196824000
21/05/2015,0.505644739,0.522249997,0.528500021,0.521749973,0.526250005,239692000
22/05/2015,0.504918754,0.521499991,0.5255,0.520250022,0.523500025,212592000
26/05/2015,0.501771748,0.518249989,0.522499979,0.51424998,0.518999994,259732000
27/05/2015,0.528639615,0.546000004,0.548500001,0.519999981,0.521749973,432332000
28/05/2015,0.535901248,0.553499997,0.555249989,0.545000017,0.546000004,327656000
29/05/2015,0.535659075,0.553250015,0.556999981,0.55250001,0.553499997,335168000
01/06/2015,0.541710198,0.559499979,0.564999998,0.553250015,0.55675,372660000
02/06/2015,0.531060159,0.548500001,0.559000015,0.547999978,0.555999994,224304000
03/06/2015,0.525251031,0.542500019,0.554250002,0.541499972,0.550000012,250788000
04/06/2015,0.534690976,0.552250028,0.55400002,0.539250016,0.539250016,323712000
05/06/2015,0.538805962,0.556500018,0.559000015,0.544749975,0.550499976,313320000
08/06/2015,0.526461065,0.543749988,0.558499992,0.537500024,0.554750025,342812000
09/06/2015,0.529123664,0.546500027,0.550499976,0.543250024,0.544250011,256888000
10/06/2015,0.519683599,0.536750019,0.543500006,0.533749998,0.540000021,529460000
11/06/2015,0.525251031,0.542500019,0.546249986,0.536750019,0.536750019,283052000
12/06/2015,0.510969996,0.527750015,0.542249978,0.526499987,0.538999975,323728000
15/06/2015,0.5100016,0.526750028,0.529250026,0.521000028,0.524999976,306548000
16/06/2015,0.516294956,0.533249974,0.533999979,0.520500004,0.525749981,256892000
17/06/2015,0.522346377,0.539499998,0.542500019,0.531750023,0.532999992,233544000
18/06/2015,0.531060159,0.548500001,0.551999986,0.542500019,0.54400003,299404000
19/06/2015,0.529365659,0.546750009,0.552999973,0.541750014,0.548500001,355656000
22/06/2015,0.527187169,0.544499993,0.550750017,0.536249995,0.547749996,514236000
23/06/2015,0.513632417,0.530499995,0.54974997,0.526250005,0.54549998,414064000
24/06/2015,0.508549333,0.525250018,0.532500029,0.52275002,0.52974999,253368000
25/06/2015,0.512422204,0.529250026,0.532500029,0.525250018,0.525250018,350460000
26/06/2015,0.502013981,0.51849997,0.5255,0.516250014,0.524999976,421296000
29/06/2015,0.487006873,0.503000021,0.517750025,0.502250016,0.512499988,391724000
30/06/2015,0.48676458,0.502749979,0.508249998,0.499249995,0.505999982,315916000
01/07/2015,0.49378407,0.50999999,0.522499979,0.505500019,0.515250027,302892000
02/07/2015,0.494268298,0.510500014,0.513750017,0.507250011,0.509750009,145764000
06/07/2015,0.488217056,0.50424999,0.513249993,0.500500023,0.506250024,214776000
07/07/2015,0.479019225,0.494749993,0.503250003,0.479000002,0.501250029,594252000
08/07/2015,0.475630403,0.491250008,0.495000005,0.48725,0.492000014,332492000
09/07/2015,0.469821125,0.485249996,0.501250029,0.482250005,0.499000013,357588000
10/07/2015,0.478050947,0.493750006,0.498250008,0.490249991,0.49149999,216708000
13/07/2015,0.481197596,0.497000009,0.499749988,0.493750006,0.498750001,212472000
14/07/2015,0.48143962,0.497249991,0.498250008,0.490750015,0.497750014,249216000
15/07/2015,0.478050947,0.493750006,0.499249995,0.489250004,0.495999992,265732000
16/07/2015,0.488701195,0.504750013,0.504750013,0.495000005,0.496749997,282848000
17/07/2015,0.485796571,0.501749992,0.503499985,0.495249987,0.503000021,220372000
20/07/2015,0.476840585,0.492500007,0.503750026,0.491250008,0.501749992,188412000
21/07/2015,0.479019225,0.494749993,0.501749992,0.49149999,0.49149999,149720000
22/07/2015,0.469821125,0.485249996,0.491250008,0.479250014,0.491250008,356472000
23/07/2015,0.475630403,0.491250008,0.49849999,0.485249996,0.486250013,169916000
24/07/2015,0.47006312,0.485500008,0.495249987,0.483500004,0.494749993,188844000
27/07/2015,0.4674007,0.482749999,0.488249987,0.47725001,0.481249988,192420000
28/07/2015,0.477566868,0.493250012,0.496499985,0.479000002,0.483999997,198308000
29/07/2015,0.483376026,0.499249995,0.503250003,0.490249991,0.492249995,232680000
30/07/2015,0.484586269,0.500500023,0.505500019,0.497999996,0.497999996,190180000
31/07/2015,0.482891977,0.498750001,0.502749979,0.49575001,0.502499998,218340000
03/08/2015,0.491121709,0.507250011,0.507749975,0.496250004,0.502749979,397132000
04/08/2015,0.493058115,0.509249985,0.510749996,0.503499985,0.505500019,260100000
05/08/2015,0.49814117,0.514500022,0.522249997,0.513499975,0.521749973,234628000
06/08/2015,0.494994462,0.511250019,0.51700002,0.502749979,0.513249993,655676000
07/08/2015,0.556233466,0.574500024,0.584249973,0.546999991,0.561500013,1405248000
10/08/2015,0.575597525,0.594500005,0.598749995,0.566999972,0.570500016,662304000
11/08/2015,0.572692871,0.591499984,0.597249985,0.585749984,0.585749984,435008000
12/08/2015,0.574145198,0.592999995,0.597249985,0.582000017,0.582000017,384048000
13/08/2015,0.569304228,0.588,0.595000029,0.586499989,0.59375,276884000
14/08/2015,0.569788516,0.588500023,0.592000008,0.583999991,0.587499976,214652000
17/08/2015,0.566157341,0.584749997,0.587499976,0.577499986,0.587499976,273880000
18/08/2015,0.56100446,0.577000022,0.584500015,0.57249999,0.580500007,287084000
19/08/2015,0.558816731,0.574750006,0.582750022,0.568499982,0.576250017,249248000
20/08/2015,0.538642108,0.55400002,0.57099998,0.551249981,0.56825,426932000
21/08/2015,0.521870196,0.536750019,0.559249997,0.536249995,0.550000012,382664000
24/08/2015,0.503397048,0.517750025,0.545750022,0.5,0.506749988,682284000
25/08/2015,0.492945075,0.507000029,0.542500019,0.507000029,0.540499985,622684000
26/08/2015,0.530134559,0.545249999,0.545750022,0.519500017,0.523500025,614976000
27/08/2015,0.550066233,0.565750003,0.565999985,0.547749996,0.550999999,463764000
28/08/2015,0.55249697,0.56825,0.571749985,0.561749995,0.565750003,320944000
31/08/2015,0.546420217,0.561999977,0.569500029,0.559750021,0.565500021,219352000
01/09/2015,0.524057806,0.538999975,0.555000007,0.535000026,0.545750022,353408000
02/09/2015,0.539857268,0.555249989,0.555499971,0.544499993,0.553749979,344044000
03/09/2015,0.541315675,0.55675,0.566250026,0.555750012,0.563499987,262556000
04/09/2015,0.528676152,0.543749988,0.555999994,0.543500006,0.547249973,287972000
08/09/2015,0.551281691,0.566999972,0.569249988,0.554750025,0.556999981,238448000
09/09/2015,0.540343404,0.555750012,0.573499978,0.554499984,0.568750024,289392000
10/09/2015,0.548850894,0.564499974,0.571500003,0.550000012,0.55250001,357076000
11/09/2015,0.550552368,0.566250026,0.569999993,0.555999994,0.55825001,301584000
14/09/2015,0.551524758,0.567250013,0.570749998,0.564249992,0.569000006,192460000
15/09/2015,0.557601452,0.573499978,0.576499999,0.565750003,0.567499995,327976000
16/09/2015,0.561490715,0.577499986,0.580749989,0.56825,0.57249999,173508000
17/09/2015,0.566595018,0.582750022,0.592750013,0.581499994,0.587499976,268712000
18/09/2015,0.566108704,0.582249999,0.587249994,0.571250021,0.574750006,326412000
21/09/2015,0.571942508,0.588249981,0.58950001,0.579999983,0.583000004,281840000
22/09/2015,0.556385994,0.572250009,0.57950002,0.569249988,0.575500011,228356000
23/09/2015,0.559059739,0.574999988,0.578499973,0.570500016,0.572749972,161632000
24/09/2015,0.569754899,0.586000025,0.592000008,0.5625,0.571500003,382440000
25/09/2015,0.573886812,0.590250015,0.601750016,0.584500015,0.593249977,369692000
28/09/2015,0.56635201,0.582499981,0.593999982,0.578750014,0.590250015,395584000
29/09/2015,0.576317906,0.592750013,0.59375,0.580500007,0.588750005,380736000
30/09/2015,0.599166393,0.616249979,0.616999984,0.594749987,0.598249972,556380000
01/10/2015,0.587498784,0.604250014,0.617999971,0.586749971,0.616249979,489296000
02/10/2015,0.602812409,0.620000005,0.620000005,0.594749987,0.601000011,386144000
05/10/2015,0.617882729,0.635500014,0.643249989,0.62075001,0.624000013,482024000
06/10/2015,0.625904143,0.643750012,0.646499991,0.626250029,0.628750026,453216000
07/10/2015,0.632466793,0.6505,0.657000005,0.634750009,0.645250022,310152000
08/10/2015,0.636112809,0.654250026,0.656000018,0.636749983,0.64775002,460068000
09/10/2015,0.633682311,0.651750028,0.657000005,0.639500022,0.650749981,423248000
12/10/2015,0.640488088,0.658749998,0.662500024,0.64775002,0.652499974,227588000
13/10/2015,0.641703606,0.660000026,0.663999975,0.651250005,0.653500021,298444000
14/10/2015,0.66503799,0.684000015,0.694750011,0.660000026,0.660749972,612148000
15/10/2015,0.666739702,0.685750008,0.699750006,0.678250015,0.685249984,526048000
16/10/2015,0.677191973,0.696500003,0.703000009,0.686249971,0.688000023,448396000
19/10/2015,0.675976336,0.695249975,0.702000022,0.687250018,0.698750019,294712000
20/10/2015,0.675004184,0.694249988,0.69749999,0.686999977,0.692250013,264824000
21/10/2015,0.666253567,0.685249984,0.702750027,0.684000015,0.698499978,386280000
22/10/2015,0.690317452,0.709999979,0.712249994,0.692250013,0.69325,306884000
23/10/2015,0.694935679,0.714749992,0.719500005,0.705500007,0.716250002,381776000
26/10/2015,0.691775799,0.711499989,0.717000008,0.704999983,0.715250015,247436000
27/10/2015,0.691289485,0.711000025,0.715499997,0.707499981,0.708000004,208268000
28/10/2015,0.696880162,0.716750026,0.716750026,0.704999983,0.715499997,217036000
29/10/2015,0.672816455,0.691999972,0.712499976,0.690750003,0.705250025,327168000
30/10/2015,0.689588189,0.709249973,0.714250028,0.694249988,0.699500024,301160000
02/11/2015,0.697609365,0.717499971,0.718249977,0.707249999,0.711499989,190088000
03/11/2015,0.692748368,0.712499976,0.71724999,0.70450002,0.713249981,376768000
04/11/2015,0.681323767,0.700749993,0.715749979,0.69749999,0.710500002,442264000
05/11/2015,0.673545539,0.692749977,0.706250012,0.690750003,0.704249978,478800000
06/11/2015,0.766884327,0.788749993,0.798500001,0.745500028,0.761250019,1172272000
09/11/2015,0.763481081,0.785250008,0.787500024,0.774249971,0.781000018,492568000
10/11/2015,0.748897433,0.770250022,0.779250026,0.753750026,0.774999976,552260000
11/11/2015,0.741605163,0.76275003,0.776250005,0.75999999,0.770749986,619896000
12/11/2015,0.738931179,0.75999999,0.768000007,0.756749988,0.760999978,291080000
13/11/2015,0.724347234,0.745000005,0.763999999,0.741249979,0.760749996,292940000
16/11/2015,0.738931179,0.75999999,0.760500014,0.748749971,0.754750013,344280000
17/11/2015,0.738931179,0.75999999,0.766499996,0.756749988,0.762000024,257048000
18/11/2015,0.757108808,0.775749981,0.776750028,0.751999974,0.760249972,350216000
19/11/2015,0.759304702,0.777999997,0.785749972,0.772249997,0.778500021,254072000
20/11/2015,0.765892565,0.784749985,0.789250016,0.778999984,0.783749998,239744000
23/11/2015,0.754424751,0.773000002,0.79124999,0.770250022,0.79124999,242552000
24/11/2015,0.760524631,0.779250026,0.786000013,0.769500017,0.773000002,195428000
25/11/2015,0.759548783,0.778249979,0.787,0.7755,0.777750015,138300000
27/11/2015,0.765892565,0.784749985,0.787249982,0.775749981,0.77974999,86996000
30/11/2015,0.77394408,0.792999983,0.796500027,0.784749985,0.78549999,327244000
01/12/2015,0.799075484,0.818750024,0.819500029,0.799250007,0.800000012,409496000
02/12/2015,0.792975664,0.8125,0.828499973,0.810750008,0.819999993,294240000
03/12/2015,0.791267812,0.810750008,0.827499986,0.80675,0.819000006,246656000
04/12/2015,0.823474705,0.84375,0.84525001,0.810750008,0.810750008,458756000
07/12/2015,0.807859302,0.827750027,0.843500018,0.82525003,0.843500018,333588000
08/12/2015,0.818838894,0.838999987,0.842499971,0.812250018,0.817499995,314488000
09/12/2015,0.798099399,0.817749977,0.84375,0.809249997,0.838750005,372676000
10/12/2015,0.804687262,0.824500024,0.828999996,0.817499995,0.820249975,236596000
11/12/2015,0.792731583,0.812250018,0.822000027,0.810500026,0.816250026,227320000
14/12/2015,0.794683516,0.814249992,0.818750024,0.804499984,0.813000023,275892000
15/12/2015,0.80444324,0.824249983,0.829999983,0.819000006,0.823499978,307296000
16/12/2015,0.809323013,0.829249978,0.832000017,0.818750024,0.825999975,236356000
17/12/2015,0.797123551,0.81674999,0.838999987,0.816250026,0.830500007,254160000
18/12/2015,0.784191787,0.803499997,0.819249988,0.80250001,0.81099999,395896000
21/12/2015,0.802735507,0.82249999,0.823249996,0.805000007,0.812250018,284216000
22/12/2015,0.803467333,0.823249996,0.831499994,0.81825,0.824999988,130012000
23/12/2015,0.806639075,0.826499999,0.829750001,0.823000014,0.824500024,122524000
24/12/2015,0.809323013,0.829249978,0.831250012,0.822749972,0.824000001,52448000
28/12/2015,0.808590889,0.828499973,0.828499973,0.809000015,0.820500016,142024000
29/12/2015,0.821766675,0.842000008,0.844500005,0.82674998,0.828999996,203660000
30/12/2015,0.814690888,0.834749997,0.848500013,0.834500015,0.841250002,180344000
31/12/2015,0.804199278,0.824000001,0.837249994,0.824000001,0.833500028,148528000
04/01/2016,0.789803803,0.809249997,0.814499974,0.800999999,0.807250023,358076000
05/01/2016,0.802491367,0.822250009,0.836000025,0.8125,0.824500024,490272000
06/01/2016,0.769308329,0.788250029,0.8125,0.778999984,0.808749974,449344000
07/01/2016,0.738809347,0.757000029,0.773750007,0.746999979,0.76849997,645304000
08/01/2016,0.722949803,0.740750015,0.767499983,0.739250004,0.766749978,398472000
11/01/2016,0.724169791,0.741999984,0.747250021,0.72874999,0.74150002,409372000
12/01/2016,0.736369312,0.754499972,0.765500009,0.749249995,0.755249977,469356000
13/01/2016,0.713922083,0.73150003,0.765250027,0.730750024,0.760249972,481672000
14/01/2016,0.69952637,0.716750026,0.725000024,0.695500016,0.716499984,600236000
15/01/2016,0.661463618,0.677749991,0.696250021,0.666000009,0.688000023,841452000
19/01/2016,0.666831434,0.68325001,0.711250007,0.680499971,0.69174999,457140000
20/01/2016,0.670491397,0.686999977,0.695749998,0.661249995,0.670249999,481180000
21/01/2016,0.678299427,0.694999993,0.705749989,0.680249989,0.694500029,481456000
22/01/2016,0.694158614,0.711250007,0.716000021,0.706749976,0.708249986,257996000
25/01/2016,0.693426728,0.710500002,0.719250023,0.708999991,0.711000025,270728000
26/01/2016,0.700258374,0.717499971,0.720499992,0.704750001,0.712000012,227944000
27/01/2016,0.691962719,0.708999991,0.71875,0.695500016,0.716499984,231700000
28/01/2016,0.684398949,0.701250017,0.71724999,0.6875,0.714749992,276776000
29/01/2016,0.714654028,0.732249975,0.733749986,0.70450002,0.707249999,310504000
01/02/2016,0.714898169,0.732500017,0.736249983,0.725250006,0.73150003,289884000
02/02/2016,0.684642911,0.701499999,0.72874999,0.696500003,0.725000024,341908000
03/02/2016,0.688058853,0.704999983,0.711250007,0.688750029,0.707000017,326772000
04/02/2016,0.688302994,0.705250025,0.721249998,0.698249996,0.70599997,348140000
05/02/2016,0.64487201,0.660749972,0.708249986,0.658749998,0.700500011,600428000
08/02/2016,0.615349174,0.630500019,0.653999984,0.621249974,0.650749981,608852000
09/02/2016,0.621936858,0.637250006,0.663749993,0.620000005,0.623000026,425372000
10/02/2016,0.620472908,0.635749996,0.659749985,0.632250011,0.641250014,335800000
11/02/2016,0.617301285,0.632499993,0.638999999,0.619499981,0.619499981,340144000
12/02/2016,0.627792656,0.643249989,0.644500017,0.618749976,0.642499983,340816000
16/02/2016,0.658535719,0.67474997,0.675750017,0.6505,0.652499974,485352000
17/02/2016,0.674883306,0.691500008,0.698000014,0.680499971,0.68325001,771468000
18/02/2016,0.732953608,0.750999987,0.774500012,0.747500002,0.748250008,1068660000
19/02/2016,0.742712915,0.760999978,0.767750025,0.741249979,0.746999979,525628000
22/02/2016,0.769064546,0.787999988,0.796750009,0.770500004,0.772000015,449668000
23/02/2016,0.7710163,0.790000021,0.797500014,0.777999997,0.781750023,369380000
24/02/2016,0.776384234,0.79549998,0.796750009,0.764999986,0.786750019,336852000
25/02/2016,0.778092027,0.797249973,0.801249981,0.782999992,0.798500001,349616000
26/02/2016,0.772968352,0.791999996,0.802999973,0.783999979,0.800999999,361964000
29/02/2016,0.767948091,0.783999979,0.800499976,0.783500016,0.790250003,323344000
01/03/2016,0.801986694,0.818750024,0.818750024,0.784749985,0.786000013,348700000
02/03/2016,0.806639373,0.823499978,0.826499999,0.812749982,0.814249992,233812000
03/03/2016,0.799537897,0.816250026,0.825999975,0.805249989,0.82249999,302004000
04/03/2016,0.7970891,0.813750029,0.823249996,0.807500005,0.82249999,175304000
07/03/2016,0.79194659,0.808499992,0.814750016,0.797999978,0.809249997,239968000
08/03/2016,0.777498543,0.793749988,0.805000007,0.79124999,0.800249994,274940000
09/03/2016,0.777008832,0.793250024,0.801999986,0.782999992,0.800750017,222788000
10/03/2016,0.775784612,0.791999996,0.80250001,0.776000023,0.797999978,286084000
11/03/2016,0.789007843,0.805499971,0.805750012,0.794250011,0.803749979,277400000
14/03/2016,0.790966928,0.807500005,0.810750008,0.797999978,0.801750004,190312000
15/03/2016,0.787048936,0.803499997,0.808499992,0.789250016,0.803250015,226216000
16/03/2016,0.810557544,0.827499986,0.830250025,0.793749988,0.797500014,363644000
17/03/2016,0.803700984,0.820500016,0.828499973,0.809249997,0.824500024,353680000
18/03/2016,0.82794404,0.84525001,0.856249988,0.824999988,0.830250025,545512000
21/03/2016,0.830392957,0.847750008,0.84799999,0.828750014,0.837750018,337780000
22/03/2016,0.828923583,0.846249998,0.85224998,0.835749984,0.845000029,242012000
23/03/2016,0.843126714,0.86075002,0.866999984,0.846249998,0.850000024,429008000
24/03/2016,0.844351053,0.861999989,0.863499999,0.850250006,0.852999985,244956000
28/03/2016,0.852922082,0.87075001,0.874499977,0.859499991,0.860499978,265388000
29/03/2016,0.866635382,0.884750009,0.886749983,0.86500001,0.866999984,261812000
30/03/2016,0.875695825,0.893999994,0.90625,0.887499988,0.888000011,376700000
31/03/2016,0.872512579,0.890749991,0.899999976,0.883750021,0.898000002,379884000
01/04/2016,0.885246396,0.903750002,0.904250026,0.878499985,0.885249972,348292000
04/04/2016,0.876675546,0.894999981,0.916000009,0.891499996,0.911249995,393940000
05/04/2016,0.875451267,0.893750012,0.90200001,0.88349998,0.887000024,339568000
06/04/2016,0.876675546,0.894999981,0.895500004,0.865750015,0.882499993,453376000
07/04/2016,0.867615044,0.885749996,0.897249997,0.882000029,0.88924998,378104000
08/04/2016,0.873247087,0.891499996,0.898750007,0.882749975,0.893000007,255936000
11/04/2016,0.878634512,0.897000015,0.911750019,0.893999994,0.896749973,387524000
12/04/2016,0.87765497,0.896000028,0.901250005,0.878499985,0.899999976,292764000
13/04/2016,0.899694383,0.918500006,0.918749988,0.899999976,0.899999976,350716000
14/04/2016,0.90214318,0.921000004,0.925000012,0.912249982,0.916000009,416564000
15/04/2016,0.909244835,0.928250015,0.936500013,0.917750001,0.920750022,436972000
18/04/2016,0.905326605,0.924250007,0.926500022,0.915250003,0.926500022,307320000
19/04/2016,0.889164507,0.90775001,0.929499984,0.90200001,0.927749991,309152000
20/04/2016,0.892592847,0.911249995,0.916750014,0.905250013,0.90625,200172000
21/04/2016,0.891613364,0.910250008,0.915750027,0.90625,0.911499977,178280000
22/04/2016,0.888185084,0.906750023,0.919499993,0.903750002,0.913250029,223540000
25/04/2016,0.892592847,0.911249995,0.91624999,0.904500008,0.907000005,191972000
26/04/2016,0.893327594,0.912,0.927250028,0.907999992,0.916750014,214536000
27/04/2016,0.91365248,0.932749987,0.93325001,0.907999992,0.909749985,352396000
28/04/2016,0.886470854,0.904999971,0.932500005,0.902750015,0.926999986,381224000
29/04/2016,0.870063841,0.888249993,0.903249979,0.878499985,0.901250005,321904000
02/05/2016,0.881573141,0.899999976,0.905499995,0.892499983,0.896749973,256076000
03/05/2016,0.871043324,0.88924998,0.89349997,0.881500006,0.889750004,224024000
04/05/2016,0.851207972,0.869000018,0.87924999,0.860000014,0.878499985,525764000
05/05/2016,0.856350362,0.874249995,0.884500027,0.867749989,0.876250029,246884000
06/05/2016,0.865166187,0.883249998,0.885500014,0.870999992,0.872749984,183240000
09/05/2016,0.86394161,0.882000029,0.88924998,0.874750018,0.885500014,333336000
10/05/2016,0.880593538,0.898999989,0.9005,0.879000008,0.887499988,269676000
